hotel_id,address,name,description,website_url,latitude,longitude,city_id,rating_location,rating_sleep,rating_rooms,rating_service,rating_value,rating_cleanliness,tripadvisor_price_level,amenities,cluster
626,"San Pedro, 147, 03560 Campello Spain",Hotel La Familia,"Hotel La Familia is set on El Campello's seafront promenade, located a 20-minute drive from Alicante. Overlooking the beach, the hotel offers 24-hour reception and free Wi-Fi. Air-conditioned rooms feature a flat-screen satellite TV, minibar and safe. The private bathroom comes with a hairdryer. Local cuisine is served in the hotel restaurant. You can hire a car from the tour desk and private parking can be reserved for a small daily charge. We speak your language!",https://www.tripadvisor.com/Hotel_Review-g947010-d3251527-Reviews-Hotel_La_Familia-Campello_Costa_Blanca_Province_of_Alicante_Valencian_Community.html?m=66827,38.42475,-0.390454,302,5.0,4.0,4.5,4.0,4.0,4.0,1.0,"['Internet', 'Beachfront', 'Free Internet', 'Wifi', 'Free Wifi', 'Air conditioning', 'Refrigerator in room', 'Flatscreen TV', 'Beach Access', 'Room service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Public Wifi', 'Non-smoking rooms', 'Concierge', 'Multilingual Staff', 'Accessible rooms', 'Non-smoking hotel', 'Safe', 'Private Balcony', 'Car Hire', 'English', 'French', '24-Hour Front Desk', 'Paid Private Parking On-site', 'Soundproof Rooms', 'Spanish']",25
628,"Building Bonalba North Calle Vespre 6, 03110 Mutxamel Spain",Alicante Spa & Golf Resort,,https://www.tripadvisor.com/Hotel_Review-g1079006-d1145225-Reviews-Alicante_Spa_Golf_Resort-Mutxamel_Costa_Blanca_Province_of_Alicante_Valencian_Communi.html?m=66827,38.4439,-0.43596,302,4.5,4.0,4.0,4.0,4.0,4.5,,"['Pool', 'Internet', 'Kids Activities', 'Free Internet', 'Restaurant', 'Bar/Lounge', 'Spa', 'Wifi', 'Free Wifi', 'Meeting rooms', 'Hot Tub', 'Golf course', 'Tennis Court', 'Fitness center', 'Banquet Room', 'Multilingual Staff', 'Outdoor pool']",25
629,"Calle Canonigo Manuel Lorenzo Penalva 2, 03013 Alicante Spain",Hotel Maya Alicante,"Hotel Maya Alicante is an excellent choice for travelers visiting Alicante, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.
Hotel Maya Alicante Hotel is a family-friendly hotel offering a flat screen TV, air conditioning, and a minibar in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
The hotel features room service. Plus, guests can enjoy a pool and an on-site restaurant, which have made this a popular choice among travelers visiting Alicante.
Nearby landmarks such as Monte Benacantil (0.3 mi) and Basilica Santa Maria (0.5 mi) make Hotel Maya Alicante Hotel a great place to stay when visiting Alicante.
If you’re looking for a Spanish restaurant, consider a visit to Nou Manolin, La Taberna del Gourmet, or La Terreta Gastrobar, which are all conveniently located a short distance from Hotel Maya Alicante Hotel.
If you are interested in exploring Alicante, check out one of the architectural buildings, such as Diputacion Provincial de Alicante and Archives Municipales.
Enjoy your stay in Alicante!
",https://www.tripadvisor.com/Hotel_Review-g1064230-d228631-Reviews-Hotel_Maya_Alicante-Alicante_Costa_Blanca_Province_of_Alicante_Valencian_Community.html?m=66827,38.351894,-0.474673,302,4.0,4.0,4.0,4.0,4.0,4.0,2.0,"['Pool', 'Restaurant', 'Room service', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Wheelchair access', 'Fitness center', 'Suites', 'Bar/Lounge', 'Airport transportation', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Poolside Bar', 'Private Balcony', 'Outdoor pool', 'Breakfast Available', 'Facilities for Disabled Guests', 'Baggage Storage', 'Blackout Curtains', 'Catalan', '24-Hour Check-in', 'Coffee Shop', 'English', 'French', '24-Hour Front Desk', 'Kid-Friendly Buffet', 'Parking Garage', 'Pool / Beach Towels', 'Paid Private Parking On-site', '24-Hour Security', 'Snack Bar', 'Spanish', 'Sun Loungers / Beach Chairs', 'Sun Terrace', 'Sun Umbrellas', 'Taxi Service', 'Parking', 'Beach Access']",25
630,"Calle Pintor Lorenzo Casanova 31-33, 03003 Alicante Spain",Eurostars Centrum Alicante,"The Eurostars Centrum Alicante is presented as a perfect accommodation for both business travelers and tourists seeking quality services. The location of the hotel, between the train station and the marina of Alicante, is ideal to move around the city and enjoy its main tourist attractions. The 148 rooms of the Eurostars Centrum Alicante offer a warm and cozy atmosphere, with a decoration based on wood and neutral tones. Among its services, include Wi-Fi, air conditioning, bathtub, safe, desk and minibar. The hotel has an exclusive business center, with 10 rooms of different sizes that adapt to any type of events and celebrations. At the Eurostars Centrum Alicante you can organize events for more than 200 people, with facilities such as the outdoor garden or personalized catering service. The hotel's offer is completed by a restaurant specialized in Mediterranean cuisine, gym, sauna, Turkish bath and massage services.",https://www.tripadvisor.com/Hotel_Review-g1064230-d483592-Reviews-Eurostars_Centrum_Alicante-Alicante_Costa_Blanca_Province_of_Alicante_Valencian_Commun.html?m=66827,38.340843,-0.491928,302,4.0,4.0,4.5,4.5,4.5,4.5,2.0,"['Restaurant', 'Business center', 'Fitness center', 'Room service', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Wheelchair access', 'Bar/Lounge', 'Suites', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Smoking rooms available', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Rooftop Terrace', 'Breakfast Buffet', 'Parking', 'Facilities for Disabled Guests', 'Baggage Storage', 'Blackout Curtains', 'Catalan', '24-Hour Check-in', 'Coffee Shop', 'English', '24-Hour Front Desk', 'Hair Dryer', 'Ironing Service', 'Parking Garage', 'Paid Private Parking On-site', 'Paid Private Parking Nearby', 'Paid Public Parking Nearby', 'Spanish', 'Taxi Service', 'Breakfast Available', 'Sauna', 'French', 'Massage', 'Solarium', 'Steam Room', 'Beach Access']",25
631,"Plaza de la Puerta del Mar 3, 03002 Alicante Spain",Hotel Spa Porta Maris By Melia,"The hotel is located next to the Postiguet Beach in front of la Marina, in Alicante and only few meters from the town hall and the city center. Spa Porta Maris by Melia has 141 Rooms and Junior Suites. All the rooms have terrace offering stunning views to the Marina or to the Mediterranean Sea. Rooms are equipped with free Internet, Flat TV, rain shower, hair-dryer, kettle and safe. Deluxe rooms also include bathrobe, slippers, coffee maker and a bottle of water. The hotel has a outdoor swimming pool, a solarium terrace with views to the sea, a gym and with an extra cost, also a Spa to enjoy of a wonderful relaxing experience, a bar and a restaurant serving mediterranean dishes. Half board is only for dinner.",https://www.tripadvisor.com/Hotel_Review-g1064230-d270981-Reviews-Hotel_Spa_Porta_Maris_By_Melia-Alicante_Costa_Blanca_Province_of_Alicante_Valencian_Co.html?m=66827,38.342083,-0.478448,302,5.0,4.0,4.0,4.0,4.0,4.5,3.0,"['Pool', 'Internet', 'Free Internet', 'Free Wifi', 'Business center', 'Beachfront', 'Suites', 'Room service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Spa', 'Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Fitness center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Private Balcony', 'Outdoor pool', 'Breakfast Available', 'Facilities for Disabled Guests', 'Housekeeping', 'Sauna', 'ATM On Site', 'Baggage Storage', 'Bath / Shower', 'Blackout Curtains', 'Breakfast in the Room', 'Complimentary Tea', 'Desk', 'English', 'Fitness / Spa Locker Rooms', 'Complimentary Toiletries', '24-Hour Front Desk', 'Full Body Massage', 'German', 'Hair Dryer', 'Laptop Safe', 'Massage', 'Outdoor Furniture', 'Pool / Beach Towels', 'Pool with View', 'Spanish', 'Taxi Service', 'Telephone', 'Concierge', 'Arabic', 'Bidet', 'Cable / Satellite TV', 'Car Hire', 'Clothes Rack', 'Coffee / Tea Maker', 'Currency Exchange', 'Electric Kettle', 'French', 'Head Massage', 'Hot Spring Bath', 'Iron', 'Ironing Service', 'Italian', 'Landmark View', 'Neck Massage', 'Polish', 'Private Bathrooms', 'Paid Public Parking On-site', 'Russian', 'Solarium', 'Street Parking', 'Sun Deck', 'Sun Loungers / Beach Chairs', 'Sun Terrace', 'Sun Umbrellas', 'Walk-in Shower', 'Wardrobe / Closet', 'Beach Access']",25
642,"Leizaola Lehendakariaren Kalea, 29 Abando, 48011 Bilbao Spain",Melia Bilbao,"Next to the Bilbao Estuary and just a few metres from the iconic Guggenheim Museum and the Euskalduna Palace, our 5-star hotel is the ideal place to relax and savour true Basque gastronomy. A modern hotel, designed by the prestigious architect Ricardo Legorreta and paying homage to the work of the Basque sculptor Eduardo Chillida. Travel to Bilbao and live a comprehensive experience. Meliá Bilbao, with its elegant avant-garde architecture, provides comfortable rooms and suites with fantastic views. Enjoy the Aizian Restaurant serving the most delicious classics of Basque cuisine with local and organic produce, and end your day in our Wellness Centre equipped with a gym, sauna and semi-covered swimming pool with heated water and mountain views. And if you are travelling for work, you can hold all kinds of meetings and events in our meeting rooms.",https://www.tripadvisor.com/Hotel_Review-g187454-d289681-Reviews-Melia_Bilbao-Bilbao_Province_of_Vizcaya_Basque_Country.html?m=66827,43.267563,-2.941584,315,4.5,4.5,4.5,4.5,4.0,4.5,3.0,"['Electric vehicle charging station', 'Room service', 'Business center', 'Restaurant', 'Internet', 'Suites', 'Free Internet', 'Wifi', 'Free Wifi', 'Wheelchair access', 'Bar/Lounge', 'Pets Allowed', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Fitness center', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Heated pool', 'Flatscreen TV', 'Breakfast Buffet', 'Private Balcony', 'Indoor pool', 'Butler Service', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Sauna', 'Baggage Storage', 'Blackout Curtains', 'Breakfast in the Room', 'Bridal Suite', 'Coffee Shop', 'English', 'Fitness / Spa Locker Rooms', 'French', '24-Hour Front Desk', 'Hair Dryer', 'Ironing Service', 'Kid-Friendly Buffet', 'Parking Garage', 'Paid Private Parking On-site', 'Paid Private Parking Nearby', 'Snack Bar', 'Spanish', 'Steam Room', 'Taxi Service', 'VIP Room Facilities', 'Car Hire', 'Express Check-in / Check-out', 'Currency Exchange', 'German', 'Newspaper', 'Shoeshine', 'Soundproof Rooms']",4
676,"Rua Vazquez Varela 31-33, 36204 Vigo Spain",Hotel Oca Ipanema,"Very centrally located next to the English Court, the Xeral Hospital and Ave stations. familiar.Perfect for business or leisure.",https://www.tripadvisor.com/Hotel_Review-g187509-d232805-Reviews-Hotel_Oca_Ipanema-Vigo_Province_of_Pontevedra_Galicia.html?m=66827,42.23154,-8.714923,435,4.0,3.5,3.5,4.0,3.5,4.0,1.0,"['Restaurant', 'Internet', 'Room service', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Air conditioning', 'Flatscreen TV', 'Breakfast Buffet', 'Baggage Storage', 'Suites', 'Free Internet', 'Bar/Lounge', 'Dry Cleaning', 'Meeting rooms', 'Laundry Service', 'Non-smoking hotel', 'Safe', 'Parking', 'Breakfast in the Room', 'Car Hire', 'Currency Exchange', 'English', '24-Hour Front Desk', 'Parking Garage', 'Paid Private Parking Nearby', 'Spanish', 'VIP Room Facilities']",19
632,"Calle Segura 23, 03004 Alicante Spain",Leuka Hotel,"See why so many travelers make Leuka Hotel their hotel of choice when visiting Alicante. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.
While staying at Leuka Hotel, visitors can check out Plaza de Los Luceros (0.1 mi) and Estacion de Renfe Alacant Terminal (0.3 mi), some of Alicante's top attractions.
Rooms at Leuka Hotel offer air conditioning providing exceptional comfort and convenience, and guests can go online with free internet access.
A 24 hour front desk and baggage storage are some of the conveniences offered at this hotel. An on-site restaurant will also help to make your stay even more special. If you are driving to Leuka Hotel, parking is available.
Travelers looking to enjoy some shrimp can head to Nou Manolin, La Barra de Cesar Anca, or Restaurante Unik Asiatico. Otherwise, you may want to check out a wine bar such as El Portal Taberna & Wines, Bar Manero Tapas Delicatessen, or La Cave a Fromage.
There is no shortage of things to do in the area, and there are several great attractions that are within walking distance of Leuka Hotel, including Castillo de Santa Barbara (0.7 mi) and Explanada de España (0.6 mi).
At Leuka Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Alicante.
",https://www.tripadvisor.com/Hotel_Review-g1064230-d1211475-Reviews-Leuka_Hotel-Alicante_Costa_Blanca_Province_of_Alicante_Valencian_Community.html?m=66827,38.34788,-0.49073,302,3.5,2.5,2.5,3.0,3.0,3.0,1.0,"['Internet', 'Free Internet', 'Restaurant', 'Bar/Lounge', 'Non-smoking rooms', 'Multilingual Staff', 'Safe', 'Breakfast Buffet', 'English', 'Spanish', 'Dry Cleaning', 'Air conditioning', 'Non-smoking hotel', 'Private Balcony', 'Parking', 'Baggage Storage', 'Free Wired Internet in the Business Center', 'French', '24-Hour Front Desk', 'Ironing Service', 'Paid Private Parking On-site', 'Beach Access']",14
633,"Calle Doctor Francisco Oncina 25-27, 03560 Campello Spain",Hotel Jorge I,"Finding an ideal hotel in Campello does not have to be difficult. Welcome to Hotel Jorge I, a nice option for travelers like you.
While staying at Hotel Jorge I, visitors can check out Ermita de Nuestra Señora del Perpetuo Socorro (2.0 mi) and Ermita Nuestra Senora del Rosario (2.2 mi), some of Campello's top attractions.
You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Hotel Jorge I offers guests free wifi.
The hotel features a rooftop terrace. Plus, Hotel Jorge I offers a rooftop pool and a lounge, providing a pleasant respite from your busy day.
Campello has plenty of Spanish restaurants. So when you’re here, be sure to check out popular spots like La Cova, LA PONDEROSA, and Seis Perlas, which are serving up some great dishes.
Plus, during your trip, don't forget to check out an ancient ruins, such as Yacimiento Arqueologico La Illeta dels Banyets.
Hotel Jorge I looks forward to welcoming you on your visit to Campello.
",https://www.tripadvisor.com/Hotel_Review-g947010-d536079-Reviews-Hotel_Jorge_I-Campello_Costa_Blanca_Province_of_Alicante_Valencian_Community.html?m=66827,38.42919,-0.390362,302,4.0,3.0,2.5,3.0,3.5,3.5,,"['Pool', 'Internet', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Free Wifi', 'Non-smoking rooms', 'Air conditioning', 'Multilingual Staff', 'Rooftop Pool', 'Rooftop Terrace', 'Breakfast Buffet', 'Kids Activities', 'Bar/Lounge', 'Pets Allowed', 'Wifi', 'Non-smoking hotel', 'Outdoor pool', 'Parking']",25
634,"Gran Via, 87, 48011 Bilbao Spain",NH Collection Villa de Bilbao,"NH Collection Villa de Bilbao is a four-star hotel conveniently located in downtown Bilbao, recently renovated and ready to fulfill your highest expectations in terms of comfort and quality service.",https://www.tripadvisor.com/Hotel_Review-g187454-d232760-Reviews-NH_Collection_Villa_de_Bilbao-Bilbao_Province_of_Vizcaya_Basque_Country.html?m=66827,43.26487,-2.944244,315,4.5,4.5,4.5,4.5,4.0,4.5,2.0,"['Free Internet', 'Free Wifi', 'Fitness center', 'Internet', 'Suites', 'Room service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Butler Service', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Blackout Curtains', 'Breakfast in the Room', 'Express Check-in / Check-out', 'English', 'French', '24-Hour Front Desk', 'Ironing Service', 'Laptop Safe', 'Parking Garage', 'Paid Private Parking On-site', 'Paid Private Parking Nearby', 'Snack Bar', 'Spanish', 'Special Diet Menus', 'Taxi Service', 'VIP Room Facilities', 'Wake Up Service / Alarm Clock']",4
635,"Calle Rodriguez Arias, 66, 48013 Bilbao Spain",Ilunion Bilbao Hotel,"Located in the commercial heart of Bilbao, ILUNION Bilbao Hotel is 100 metres from San Mames Bus and Metro Stations. It features free Wi-Fi, a bar, a restaurant and 8 conference rooms. All air-conditioned rooms at the ILUNION Bilbao Hotel include a minibar and satellite TV. They also come with a private bathroom and a hairdryer La Kedada is the restaurant that serves a varied breakfast buffet, as well as daily set menus at lunchtime. The hotel also has spacious lounge areas and a 24-hour reception with tour desk. Situated next to Iturriza Casilda Park, ILUNION Bilbao is just 600 metres from Bilbao Fine Arts Museum and Euskalduna Conference Centre. The Guggenheim Museum can be reached within a 15-minute walk.",https://www.tripadvisor.com/Hotel_Review-g187454-d231538-Reviews-Ilunion_Bilbao_Hotel-Bilbao_Province_of_Vizcaya_Basque_Country.html?m=66827,43.264065,-2.944458,315,4.5,4.0,4.0,4.0,4.0,4.0,2.0,"['Internet', 'Free Internet', 'Restaurant', 'Wifi', 'Free Wifi', 'Business center', 'Bar/Lounge', 'Suites', 'Room service', 'Wheelchair access', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Butler Service', 'Parking', 'Housekeeping', 'Baggage Storage', 'Bottled Water', ""Children's Television Networks"", 'Coffee Shop', 'Desk', 'English', 'French', '24-Hour Front Desk', 'Ironing Service', 'Italian', 'Parking Garage', 'Paid Private Parking On-site', 'Paid Private Parking Nearby', 'Snack Bar', 'Spanish']",4
636,"Campo Volantin, 28, 48007 Bilbao Spain",Hesperia Bilbao,"Combining avant-garde design with a superb location across from the Guggenheim, the newly-built Hesperia Bilbao is a luxury hotel just 200 meters from the main shopping area.",https://www.tripadvisor.com/Hotel_Review-g187454-d578359-Reviews-Hesperia_Bilbao-Bilbao_Province_of_Vizcaya_Basque_Country.html?m=66827,43.26779,-2.928299,315,4.5,4.0,4.0,4.5,4.0,4.5,2.0,"['Business center', 'Free Internet', 'Free Wifi', 'Internet', 'Suites', 'Room service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Bath / Shower', 'Blackout Curtains', 'Breakfast in the Room', '24-Hour Check-in', 'English', 'Hair Dryer', 'Parking Garage', 'Paid Private Parking On-site', '24-Hour Security', 'Snack Bar', 'Spanish', 'Taxi Service', 'Telephone', 'Family Rooms', 'Bidet', 'Bottled Water', 'Cable / Satellite TV', 'Coffee Shop', 'Desk', 'Complimentary Toiletries', 'French', '24-Hour Front Desk', 'Highchairs Available', 'Ironing Service', ""Kids' Meals"", 'Private Bathrooms', 'Paid Public Parking On-site', 'Soundproof Rooms', 'Special Diet Menus', 'VIP Room Facilities', 'Wake Up Service / Alarm Clock', 'Wardrobe / Closet']",4
638,"Larrauri, 1C Ed Arteaga Centrum, 48160 Derio Spain",Hotel Seminario Bilbao,"Hotel Seminario offers free shuttle service to the airport of Bilbao, (from 05; 30h until 10; 00h, pre booked, only in direction: hotel-airport), 5 minutes by car. It is housed in a former seminary it offers free parking and extensive sports facilities, a golf school, paddle, gym, football field. The rooms are spacious, all exterior with free Wi-Fi and wooden floors. Continental breakfast, served in bar. Seminar Hotel has the support of Txoko Ona restaurant, with a schedule Uninterrupted from 7 am to 23.00 hours. Meeting for any type of event in Bilbao. Zamudio Technology Park, is 2 km. Public transport bus and train with direct service to the center of Bilbao.",https://www.tripadvisor.com/Hotel_Review-g1078931-d2286954-Reviews-Hotel_Seminario_Bilbao-Derio_Province_of_Vizcaya_Basque_Country.html?m=66827,43.292583,-2.877344,315,3.5,3.5,3.5,3.5,3.5,4.0,2.0,"['Meeting rooms', 'Internet', 'Free Internet', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Public Wifi', 'Free Wifi', 'Coffee Shop', 'English', 'Free Public Parking Nearby', 'French', '24-Hour Front Desk', 'Spanish', 'Suites', 'Wifi', 'Business center', 'Family Rooms', 'Conference Facilities', 'Flatscreen TV', 'Housekeeping', 'Baggage Storage', 'Soundproof Rooms', 'Street Parking', 'Sun Terrace', 'Vending Machine']",4
639,"Plaza de Federico Moyua 2, 48009 Bilbao Spain",Hotel Carlton,"Founded in 1926, the Hotel Carlton is one of the landmark buildings and the most majestic hotel in Bilbao. Declared an Architectural, Artistic, Historical and Cultural Monument, over its history the building has witnessed important social and cultural events.",https://www.tripadvisor.com/Hotel_Review-g187454-d190280-Reviews-Hotel_Carlton-Bilbao_Province_of_Vizcaya_Basque_Country.html?m=66827,43.262493,-2.934926,315,5.0,4.5,4.5,4.0,4.0,4.5,2.0,,4
753,"Via Giovanni di Prima 130, 95131 Catania, Sicily Italy",SolSicily B&B,"The idea behind our Bed&Breakfast SolSicily is to offer a 3-star service at an affordable price. The building, a palazzo constructed during the second half of the 19th century, and the interior of our B&B have been restructured according to an individual taste, without however disavowing the original characteristics of the era of construction.",https://www.tripadvisor.com/Hotel_Review-g187888-d1021480-Reviews-SolSicily_B_B-Catania_Province_of_Catania_Sicily.html?m=66827,37.506535,15.092486,696,4.5,4.5,4.0,4.0,4.5,4.5,1.0,"['Internet', 'Free Internet', 'Free Wifi', 'Air conditioning', 'Flatscreen TV', 'Beachfront', 'Shuttle Bus Service', 'Wifi', 'Public Wifi', 'Non-smoking rooms', 'Non-smoking hotel', 'Safe', 'Housekeeping', 'ATM On Site', 'Baggage Storage', 'Bath / Shower', 'Bicycle Rental', 'Billiards', 'Breakfast in the Room', 'Canoeing Off-site', 'Car Hire', 'Desk', 'English', 'Hair Dryer', 'Horseback Riding', 'Italian', 'Paid Public Parking Nearby', 'Secured Parking', 'Sofa', 'Soundproof Rooms', 'Street Parking', 'Beach Access']",33
640,"Paseo Campo de Volantin 22, 48007 Bilbao Spain",Hotel Conde Duque Bilbao,"Located down town, Hotel Conde Duque Bilbao is by the river side just a few minutes walk from Guggeheim museum and Old city center.
We offer free wifi access anywhere in the hotel, and all our rooms and bathrooms are recently refurnished.
You'll find differetn types of rooms, choose the one is adapted to your planed journey, either tourism or bussiness issues.
There is a restaurant in the hotel where you can either enjoy the buffet breakfas, lunch, dinner or even the typical pintxos of the basque gastronomy.
We all speack different languages and we find the way to provide you all the info and services you need with a warm welcome
Nº registro empresa turistica HOTEL CONDE DUQUE BILBAO H.BI.00309",https://www.tripadvisor.com/Hotel_Review-g187454-d195187-Reviews-Hotel_Conde_Duque_Bilbao-Bilbao_Province_of_Vizcaya_Basque_Country.html?m=66827,43.26658,-2.926878,315,4.5,4.0,4.0,4.0,4.0,4.5,2.0,"['Room service', 'Restaurant', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Private Balcony', 'Baggage Storage', 'Bath / Shower', 'Blackout Curtains', '24-Hour Check-in', 'Coffee Shop', 'Desk', 'English', 'Complimentary Toiletries', '24-Hour Front Desk', 'Hair Dryer', 'Ironing Service', 'Parking Garage', 'Paid Private Parking Nearby', 'Paid Public Parking Nearby', '24-Hour Security', 'Snack Bar', 'Spanish', 'Telephone', 'Parking', 'Sauna', 'Bicycle Rental', 'Breakfast in the Room', 'Car Hire', 'Clothes Rack', 'Free Wifi in the Business Center', 'French', ""Kids' Meals"", 'Outdoor Dining Area', 'Paid Private Parking On-site', 'Secured Parking', 'Shared Lounge / TV Area', 'Taxi Service', 'Vending Machine', 'Wardrobe / Closet']",4
670,"Calle de Sanxenxo, 1, 36214 Vigo Spain",Hotel Coia Vigo,,https://www.tripadvisor.com/Hotel_Review-g187509-d232807-Reviews-Hotel_Coia_Vigo-Vigo_Province_of_Pontevedra_Galicia.html?m=66827,42.219147,-8.74565,435,4.5,3.5,4.5,4.5,4.0,4.5,1.0,"['Free parking', 'Restaurant', 'Internet', 'Free Internet', 'Bar/Lounge', 'Wifi', 'Free Wifi', 'Suites', 'Room service', 'Wheelchair access', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Parking', 'Housekeeping', 'Breakfast in the Room', ""Children's Television Networks"", 'Coffee Shop', 'Desk', 'Free Private Parking Nearby', '24-Hour Front Desk', 'Parking Garage', 'Public Wifi', 'Non-smoking hotel', 'Bridal Suite', 'Car Hire', 'Catalan', 'Express Check-in / Check-out', 'English', 'French', 'German', 'Ironing Service', 'Newspaper', 'Portuguese', 'Shared Lounge / TV Area', 'Snack Bar', 'Soundproof Rooms', 'Spanish', 'Special Diet Menus', 'VIP Room Facilities']",19
643,"Calle Bidebarrieta Kalea, 2, 48005 Bilbao Spain",Petit Palace Arana,"The Hotel Petit Palace Arana Bilbao is a boutique hotel situated in Bidebarrieta street opposite Arriaga theater, between the old district and the Ensanche (modern distric). The Petit Palace Arana occupies an emblematic building dating from the nineteen century, being the oldest hotel in Bilbao. Our modern rooms feature flat screen TV , shower, air-conditioned/ heating and mini-bar. Some of the rooms have balconies. Located in the heart of the city, in the gastronomic area where you can taste the best pintxos and typical gastronomy. It is situated just few minutes from the Guggenheim Museum and the other Bilbao tourist attractions.Room types •64 stylish rooms.• Rooms:shower and king-size bed.•Equipped rooms for pets (bed, feeding and water bowls).•Rooms for disabled people.• Non smoking hotel",https://www.tripadvisor.com/Hotel_Review-g187454-d237006-Reviews-Petit_Palace_Arana-Bilbao_Province_of_Vizcaya_Basque_Country.html?m=66827,43.259014,-2.924619,315,4.5,3.5,3.5,4.0,3.5,3.5,2.0,"['Internet', 'Free Internet', 'Dry Cleaning', 'Laundry Service', 'Wheelchair access', 'Pets Allowed', 'Wifi', 'Public Wifi', 'Non-smoking rooms', 'Business center', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Private Balcony', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Bicycle Rental', 'Blackout Curtains', 'English', 'Complimentary Toiletries', '24-Hour Front Desk', 'Hair Dryer', 'Ironing Service', 'Paid Public Parking Nearby', 'Spanish', 'Taxi Service', 'Telephone', 'Breakfast Available', 'Wardrobe / Closet']",4
